NestedExtraction,AncestorExtraction,CCR
1,0,16
2,0,16
3,0,16
4,0,16
5,0,16
6,0,15
7,0,15
8,0,15
9,0,15
10,0,15
11,0,12
12,0,12
13,0,12
14,0,9
15,0,9
16,0,9
17,0,9
18,0,9
19,0,9
20,0,5
21,0,5
22,0,5
3,1,16
5,1,16
6,1,15
7,1,15
8,1,15
9,1,15
10,1,15
11,1,12
12,1,12
13,1,12
14,1,9
15,1,9
16,1,9
17,1,9
18,1,9
19,1,9
20,1,5
21,1,5
22,1,5
3,2,16
4,2,16
5,2,16
6,2,15
7,2,15
8,2,15
9,2,15
10,2,15
11,2,12
12,2,12
13,2,12
14,2,9
15,2,9
16,2,9
17,2,9
18,2,9
19,2,9
20,2,5
21,2,5
22,2,5
5,3,16
6,3,15
7,3,15
8,3,15
9,3,15
10,3,15
11,3,12
12,3,12
13,3,12
14,3,9
15,3,9
16,3,9
17,3,9
18,3,9
19,3,9
20,3,5
21,3,5
22,3,5
5,4,16
6,4,15
7,4,15
8,4,15
9,4,15
10,4,15
11,4,12
12,4,12
13,4,12
14,4,9
15,4,9
16,4,9
17,4,9
18,4,9
19,4,9
20,4,5
21,4,5
22,4,5
6,5,15
7,5,15
8,5,15
9,5,15
10,5,15
11,5,12
12,5,12
13,5,12
14,5,9
15,5,9
16,5,9
17,5,9
18,5,9
19,5,9
20,5,5
21,5,5
22,5,5
7,6,11
8,6,11
9,6,11
10,6,11
11,6,9
12,6,9
13,6,9
14,6,7
15,6,7
16,6,7
17,6,7
18,6,7
19,6,7
20,6,4
21,6,4
22,6,4
8,7,11
9,7,11
10,7,11
11,7,9
12,7,9
13,7,9
14,7,7
15,7,7
16,7,7
17,7,7
18,7,7
19,7,7
20,7,4
21,7,4
22,7,4
9,8,11
10,8,11
11,8,9
12,8,9
13,8,9
14,8,7
15,8,7
16,8,7
17,8,7
18,8,7
19,8,7
20,8,4
21,8,4
22,8,4
10,9,11
11,9,9
12,9,9
13,9,9
14,9,7
15,9,7
16,9,7
17,9,7
18,9,7
19,9,7
20,9,4
21,9,4
22,9,4
11,10,9
12,10,9
13,10,9
14,10,7
15,10,7
16,10,7
17,10,7
18,10,7
19,10,7
20,10,4
21,10,4
22,10,4
12,11,6
13,11,6
14,11,5
15,11,5
16,11,5
17,11,5
18,11,5
19,11,5
20,11,3
21,11,3
22,11,3
13,12,6
14,12,5
15,12,5
16,12,5
17,12,5
18,12,5
19,12,5
20,12,3
21,12,3
22,12,3
14,13,5
15,13,5
16,13,5
17,13,5
18,13,5
19,13,5
20,13,3
21,13,3
22,13,3
15,14,3
16,14,3
17,14,3
18,14,3
19,14,3
20,14,2
21,14,2
22,14,2
17,15,3
19,15,3
20,15,2
21,15,2
22,15,2
17,16,3
18,16,3
19,16,3
20,16,2
21,16,2
22,16,2
19,17,3
20,17,2
21,17,2
22,17,2
19,18,3
20,18,2
21,18,2
22,18,2
20,19,2
21,19,2
22,19,2
21,20,1
22,20,1
22,21,1
